Fetching trades for KXTRUMPADMINLEAVE-26DEC31-PBON on April 1st–2nd, 2026...
Fetched 1000 trades (total so far: 1000)
Fetched 926 trades (total so far: 1926)

Total trades: 1926

Time (ET)                        Side    Contracts  Yes Price   No Price
2026-04-02 12:48:04.985275 EDT   yes            45      0.94       0.06
2026-04-02 12:48:04.985275 EDT   yes           100      0.94       0.06
2026-04-02 12:48:04.985275 EDT   yes            10      0.95       0.05
2026-04-02 12:48:04.985275 EDT   yes             3      0.93       0.07
2026-04-02 12:48:04.985275 EDT   yes            17      0.93       0.07
2026-04-02 12:48:04.985275 EDT   yes           100      0.94       0.06
2026-04-02 12:48:04.985275 EDT   yes           664      0.95       0.05
2026-04-02 12:48:04.985275 EDT   yes           100      0.94       0.06
2026-04-02 12:48:04.985275 EDT   yes            50      0.94       0.06
2026-04-02 12:48:30.267565 EDT   yes            20      0.95       0.05
2026-04-02 12:49:08.273522 EDT   no             21      0.94       0.06
2026-04-02 12:49:08.273522 EDT   no              1      0.94       0.06
2026-04-02 12:49:08.273522 EDT   no             16      0.94       0.06
2026-04-02 12:49:32.489312 EDT   no             18      0.95       0.05
2026-04-02 12:49:53.272931 EDT   no             21      0.94       0.06
2026-04-02 12:49:53.272931 EDT   no              9      0.95       0.05
2026-04-02 12:50:12.494192 EDT   no            112      0.95       0.05
2026-04-02 12:51:49.632059 EDT   no              3      0.95       0.05
2026-04-02 12:52:17.497761 EDT   no             10      0.95       0.05
2026-04-02 12:52:49.457020 EDT   no              3      0.95       0.05

Chart saved to pambondi.png
Fetching candlesticks...
Fetched 1667 candlesticks
Chart saved to pambondi_bidask.png
Chart saved to pambondi_signal.png
